지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C)
155,창원,2015-07-02,22.8,18.4,28.5
155,창원,2015-07-03,24.1,18.6,30.4
155,창원,2015-07-04,21.7,19.2,25.4
155,창원,2015-07-05,21,17.6,25.8
155,창원,2015-07-06,21.3,17.9,24.6
155,창원,2015-07-07,19.5,18.4,20.7
155,창원,2015-07-08,20.9,18.9,22.4
155,창원,2015-07-09,23.2,20.9,26.8
155,창원,2015-07-10,24.4,21.1,29.7
155,창원,2015-07-11,24.4,22,28.7
155,창원,2015-07-12,24.4,23.2,26.3
155,창원,2015-07-13,23.5,21.9,26
155,창원,2015-07-14,24.7,21,29.8
155,창원,2015-07-15,25.5,22.1,31.9
155,창원,2015-07-16,22.8,19.9,24.9
155,창원,2015-07-17,20.9,18.6,25.3
155,창원,2015-07-18,21.8,18.9,25.7
155,창원,2015-07-19,22.8,18.1,28.1
155,창원,2015-07-20,23.2,21.4,25.7
155,창원,2015-07-21,22.6,21.5,25.5
155,창원,2015-07-22,23.8,21.7,27.5
155,창원,2015-07-23,25.4,23.2,28.5
155,창원,2015-07-24,25.7,25.1,26.8
155,창원,2015-07-25,26.1,23.2,29.8
155,창원,2015-07-26,27,22,32.5
155,창원,2015-07-27,28.1,24.1,33.8
155,창원,2015-07-28,28.6,25.1,33.9
155,창원,2015-07-29,27.8,24.9,33.8
155,창원,2015-07-30,27.9,25.2,33
155,창원,2015-07-31,27.9,24.4,33.7
155,창원,2015-08-01,26.8,23,32.7
155,창원,2015-08-02,26.7,23.2,31.4
155,창원,2015-08-03,27.4,23.7,32.5
155,창원,2015-08-04,27.4,23.6,32.9
155,창원,2015-08-05,28.2,23.5,33.9
155,창원,2015-08-06,28.3,23.3,34.7
155,창원,2015-08-07,28.4,23.8,34.4
155,창원,2015-08-08,28.3,25.3,33.8
155,창원,2015-08-09,28.6,24.2,35.5
155,창원,2015-08-10,28.5,24.9,34.5
155,창원,2015-08-11,25.6,18.8,30.7
155,창원,2015-08-12,22.2,19.4,23.8
155,창원,2015-08-13,25.1,21.1,30.6
155,창원,2015-08-14,25.7,21.6,31.5
155,창원,2015-08-15,26.1,21.9,31.3
155,창원,2015-08-16,25.5,22.4,31.6
155,창원,2015-08-17,24.4,21.1,31
155,창원,2015-08-18,24.5,20.8,27.8
155,창원,2015-08-19,25.2,22.4,29.6
155,창원,2015-08-20,24.1,21.8,27.7
155,창원,2015-08-21,22.4,20.7,26.2
155,창원,2015-08-22,24.4,21.1,29.5
155,창원,2015-08-23,25.2,22.2,29.9
155,창원,2015-08-24,24.3,22,26.6
155,창원,2015-08-25,21.9,19.5,23.5
155,창원,2015-08-26,22.5,19.1,27.8
155,창원,2015-08-27,24.1,20.1,29.5
155,창원,2015-08-28,24.3,20.7,30.2
155,창원,2015-08-29,23.2,20.3,27.1
155,창원,2015-08-30,23.5,20.1,29.2
155,창원,2015-08-31,24.5,21.1,28.7
155,창원,2015-09-01,23.1,20.5,27.3
155,창원,2015-09-02,23.2,20.5,26.9
155,창원,2015-09-03,23.2,20,28.8
155,창원,2015-09-04,22.9,18.8,29
155,창원,2015-09-05,21.9,17.7,27.3
155,창원,2015-09-06,20.4,17.6,25
155,창원,2015-09-07,21.3,17.8,25.4
155,창원,2015-09-08,20.8,16.5,25
155,창원,2015-09-09,21.7,17.1,27.1
155,창원,2015-09-10,20.8,16.1,27.3
155,창원,2015-09-11,22.1,16.8,27.9
155,창원,2015-09-12,20.3,17.4,22.2
155,창원,2015-09-13,19.8,14.3,25.3
155,창원,2015-09-14,19.5,14.9,26.1
155,창원,2015-09-15,19.5,14.8,24.7
155,창원,2015-09-16,19.2,15.2,23.9
155,창원,2015-09-17,19.1,16.3,22.2
155,창원,2015-09-18,20.5,17.5,25.5
155,창원,2015-09-19,20.6,16.6,26.2
155,창원,2015-09-20,20.9,17.2,25.8
155,창원,2015-09-21,21.5,17.7,26.9
155,창원,2015-09-22,20.7,16.3,26.1
155,창원,2015-09-23,18,16.2,19.6
155,창원,2015-09-24,20.8,18.3,23
155,창원,2015-09-25,21.5,18.4,24.8
155,창원,2015-09-26,21.1,17.4,27.9
155,창원,2015-09-27,21,17.6,27.7
155,창원,2015-09-28,21.4,16.3,28.2
155,창원,2015-09-29,21.3,17.1,27.4
155,창원,2015-09-30,19.4,17.4,21.8
155,창원,2015-10-01,20.3,16.7,24.9
155,창원,2015-10-02,16.5,11.5,22.3
155,창원,2015-10-03,18.6,12.5,24.7
155,창원,2015-10-04,18.2,15.2,23.8
155,창원,2015-10-05,17.7,14.8,23.6
155,창원,2015-10-06,17.8,12.8,24.3
155,창원,2015-10-07,18.2,14.2,24.5
155,창원,2015-10-08,17.3,13.6,23.3
155,창원,2015-10-09,17.7,13.6,24
155,창원,2015-10-10,16.5,9.6,22.3
155,창원,2015-10-11,15.2,11.1,19.8
155,창원,2015-10-12,15.2,11.6,19.8
155,창원,2015-10-13,15.2,9.6,21.8
155,창원,2015-10-14,17,10.7,23.8
155,창원,2015-10-15,16.9,12.8,23.2
155,창원,2015-10-16,17.3,13.3,23.2
155,창원,2015-10-17,17,12.8,24.2
155,창원,2015-10-18,18,12.5,25.9
155,창원,2015-10-19,17.5,12.9,23.9
155,창원,2015-10-20,18.8,14.5,25.1
155,창원,2015-10-21,18.4,13.9,24
155,창원,2015-10-22,17.3,14.2,22.1
155,창원,2015-10-23,16.9,12.9,23.3
155,창원,2015-10-24,17.8,12.6,23.7
155,창원,2015-10-25,16.4,13.6,20.8
155,창원,2015-10-26,14.5,10.5,20.3
155,창원,2015-10-27,14.9,11.3,21.3
155,창원,2015-10-28,12.8,8.1,17.4
155,창원,2015-10-29,13.7,9.6,17.8
155,창원,2015-10-30,10.8,7.1,15.4
155,창원,2015-10-31,8.3,4.1,13.1
155,창원,2015-11-01,8,4.5,10.7
155,창원,2015-11-02,10.6,4.3,16.4
155,창원,2015-11-03,12.6,7.7,18.9
155,창원,2015-11-04,12.8,7.4,19.8
155,창원,2015-11-05,15.1,10.3,21.4
155,창원,2015-11-06,15.2,11,20.2
155,창원,2015-11-07,13.8,12.5,14.8
155,창원,2015-11-08,14.5,13.2,16
155,창원,2015-11-09,14.4,11.9,18.7
155,창원,2015-11-10,13.6,10.1,16.9
155,창원,2015-11-11,13.8,9,17.6
155,창원,2015-11-12,15.4,11.1,19
155,창원,2015-11-13,12.5,10.9,15.3
155,창원,2015-11-14,14.7,12.3,17
155,창원,2015-11-15,14.7,11.5,18.5
155,창원,2015-11-16,14.5,11.1,18.5
155,창원,2015-11-17,15.6,14.5,16.4
155,창원,2015-11-18,12.8,10.8,15
155,창원,2015-11-19,12.1,10.5,14.2
155,창원,2015-11-20,12.8,10.1,17.9
155,창원,2015-11-21,11.2,8.5,13.2
155,창원,2015-11-22,13,10.1,17.7
155,창원,2015-11-23,13.4,11.7,15.8
155,창원,2015-11-24,11.6,9.4,14.7
155,창원,2015-11-25,7.6,6,9.4
155,창원,2015-11-26,2.4,-.7,6.5
155,창원,2015-11-27,3.4,-1.1,8.2
155,창원,2015-11-28,5.2,.7,10.2
155,창원,2015-11-29,6.9,3.1,12.1
155,창원,2015-11-30,9.5,5.2,15.2
155,창원,2015-12-01,8.2,3.4,14.2
155,창원,2015-12-02,10.1,6.6,13.9
155,창원,2015-12-03,4.6,1.9,8.1
155,창원,2015-12-04,4.5,1.3,8.2
155,창원,2015-12-05,6.3,2.2,9.1
155,창원,2015-12-06,5.7,3.8,8.3
155,창원,2015-12-07,6.7,.7,12.9
155,창원,2015-12-08,8.7,4.7,13.5
155,창원,2015-12-09,8.8,4,13.3
155,창원,2015-12-10,9.5,7.9,11.8
155,창원,2015-12-11,9.1,5,11.9
155,창원,2015-12-12,6.9,2.3,11.4
155,창원,2015-12-13,8.3,5.9,12.8
155,창원,2015-12-14,8.2,5.4,10.3
155,창원,2015-12-15,8.4,5,11.8
155,창원,2015-12-16,3.3,-1.1,7.1
155,창원,2015-12-17,-.6,-3.5,3.4
155,창원,2015-12-18,1.1,-4.3,5.5
155,창원,2015-12-19,4.1,-.1,9
155,창원,2015-12-20,3,.9,4.4
155,창원,2015-12-21,6.4,2.6,12.7
155,창원,2015-12-22,6.4,.8,12.3
155,창원,2015-12-23,8,5.6,10.6
155,창원,2015-12-24,7,4,11.3
155,창원,2015-12-25,3.4,.3,8.2
155,창원,2015-12-26,5.8,-.8,11.1
155,창원,2015-12-27,3.3,-.8,6.9
155,창원,2015-12-28,-.8,-4.1,4.1
155,창원,2015-12-29,.7,-3.4,5.4
155,창원,2015-12-30,1.7,-1.9,6.8
155,창원,2015-12-31,3.3,-.3,7.9
